Word count,Word count limit ratio,Sentence count,Long sentences,Voice,Tense,Spell errors,Grammatical Errors,SS Essay,SS Topic Essay,Vocabulary,Score,Essay ID,Essay Set
664,0.17000000000000004,39,0.5641025641025641,0.9916666666666667,0.5625,0.04819277108433735,0.016566265060240965,1.4884800628606873,1.0424911984321537,0.2225,34,20716,8
780,0.025000000000000022,30,0.8333333333333334,0.9813084112149533,0.43373493975903615,0.0,0.016666666666666666,1.2362775035620355,1.2704546393590026,0.2875,46,20717,8
848,0.06000000000000005,39,0.6410256410256411,0.9917355371900827,0.36257309941520466,0.007075471698113208,0.02122641509433962,1.41799788036534,1.0921941959086214,0.2975,40,20718,8
705,0.11875000000000002,30,0.6,0.9696969696969697,0.44871794871794873,0.0,0.08936170212765958,1.3605629288031995,1.229130289091833,0.2225,30,20719,8
645,0.19374999999999998,26,0.7692307692307693,1.0,0.5195530726256983,0.06046511627906977,0.11937984496124031,2.2277349868457463,0.9452838712938559,0.185,26,20721,8
694,0.13249999999999995,72,0.2222222222222222,0.9814814814814815,0.6931818181818182,0.004322766570605188,0.1138328530259366,1.1452985308583548,1.0358518342271859,0.24,40,20722,8
822,0.02750000000000008,82,0.0975609756097561,1.0,0.44324324324324327,0.010948905109489052,0.029197080291970802,0.9877263718847272,1.2258485253344191,0.35375,40,20723,8
291,0.63625,17,0.5294117647058824,1.0,0.5849056603773585,0.0,0.037800687285223365,0.9402397211885165,0.9355385981239706,0.095,34,20724,8
733,0.08374999999999999,48,0.4791666666666667,0.9902912621359223,0.5136986301369864,0.005457025920873124,0.004092769440654843,1.1496497935863468,1.2701422964633795,0.2875,41,20725,8
536,0.32999999999999996,40,0.325,0.9859154929577465,0.5263157894736842,0.0,0.016791044776119403,0.952464944297541,1.1377194441393186,0.2275,40,20726,8
439,0.45125000000000004,18,0.7777777777777778,0.9387755102040817,0.3855421686746988,0.04328018223234624,0.025056947608200455,1.0797113271228707,1.0064234326565384,0.21,31,20727,8
816,0.020000000000000018,37,0.8108108108108109,1.0,0.37790697674418605,0.007352941176470588,0.03431372549019608,0.9447118609376133,1.131944346510528,0.37625,44,20728,8
815,0.018750000000000044,17,0.9411764705882353,0.9927007299270073,0.41304347826086957,0.029447852760736196,0.08098159509202454,1.4673485603685883,1.167085118141927,0.2325,31,20732,8
559,0.30125,31,0.6451612903225806,1.0,0.47619047619047616,0.03220035778175313,0.03756708407871199,1.454347876284514,1.1130459360424148,0.175,36,20733,8
763,0.04625000000000001,54,0.42592592592592593,0.9911504424778761,0.474025974025974,0.003931847968545216,0.03145478374836173,0.9178347348940135,1.0980806491828923,0.3325,43,20734,8
131,0.8362499999999999,4,0.75,1.0,0.375,0.0,0.1297709923664122,0.7804312200145533,0.5862103174603175,0.05625,20,20735,8
711,0.11124999999999996,41,0.5121951219512195,0.9791666666666666,0.32903225806451614,0.0014064697609001407,0.03656821378340366,1.0556067513619725,1.1465148354129133,0.28375,45,20736,8
528,0.33999999999999997,38,0.3684210526315789,0.9878048780487805,0.44036697247706424,0.0,0.02462121212121212,1.295558611369736,1.1344565536644806,0.2,40,20737,8
735,0.08125000000000004,52,0.3076923076923077,0.9911504424778761,0.5374149659863946,0.004081632653061225,0.021768707482993196,1.3206533749159612,1.2502579766261988,0.24625,30,20739,8
280,0.65,30,0.06666666666666667,1.0,0.8571428571428571,0.0,0.010714285714285714,1.2489774335034707,1.0305834183719003,0.1225,35,20741,8
630,0.21250000000000002,28,0.7857142857142857,0.9863013698630136,0.3671875,0.0,0.011111111111111112,1.234710801393126,1.1192745847775731,0.2475,40,20742,8
848,0.06000000000000005,61,0.4098360655737705,0.9736842105263158,0.532258064516129,0.00589622641509434,0.08372641509433962,1.2058008008486902,1.1524559308964175,0.33625,42,20743,8
478,0.40249999999999997,7,0.8571428571428571,1.0,0.3898305084745763,0.05439330543933055,0.1087866108786611,1.422794973736621,0.6304909319614841,0.2125,34,20745,8
844,0.05499999999999994,32,0.75,0.9836065573770492,0.3544973544973545,0.03909952606635071,0.07819905213270142,1.3360264437516245,1.2374640694953196,0.2675,33,20746,8
356,0.5549999999999999,22,0.5454545454545454,1.0,0.35526315789473684,0.0028089887640449437,0.014044943820224719,0.957380013516551,1.081864358898648,0.15875,38,20747,8
688,0.14,40,0.65,0.9734513274336283,0.44654088050314467,0.03343023255813953,0.040697674418604654,1.5333747715791337,1.2666856307102392,0.2425,36,20748,8
614,0.23250000000000004,37,0.5135135135135135,0.9655172413793104,0.49295774647887325,0.0,0.014657980456026058,1.2489534832597198,1.1860622438366406,0.245,45,20751,8
829,0.03624999999999989,36,0.6666666666666666,0.9846153846153847,0.48484848484848486,0.0,0.021712907117008445,1.5647393529828069,1.2271473654055929,0.2575,31,20754,8
226,0.7175,17,0.29411764705882354,0.9696969696969697,0.5102040816326531,0.0,0.030973451327433628,1.08225965488192,0.9091046098755422,0.09375,30,20755,8
737,0.07874999999999999,18,0.9444444444444444,1.0,0.4206896551724138,0.0,0.036635006784260515,1.1139257544234573,1.2974707700408727,0.27,34,20756,8
727,0.09125000000000005,27,0.7407407407407407,1.0,0.44242424242424244,0.0041265474552957355,0.0343878954607978,1.5710475997880657,1.262378896677635,0.1825,33,20757,8
849,0.06125000000000003,62,0.3548387096774194,1.0,0.41739130434782606,0.0,0.02591283863368669,1.512294012025291,1.2609069697510566,0.21625,40,20758,8
734,0.08250000000000002,64,0.25,1.0,0.6118421052631579,0.0027247956403269754,0.043596730245231606,1.014300578867305,1.0674921043268382,0.29875,47,20759,8
835,0.043749999999999956,54,0.5,0.9722222222222222,0.4810810810810811,0.008383233532934131,0.013173652694610778,1.2902047651561648,1.1750671985263725,0.29625,30,20760,8
847,0.05875000000000008,61,0.3770491803278688,0.9833333333333333,0.40512820512820513,0.0011806375442739079,0.02833530106257379,1.1689177930150068,1.26012910659475,0.315,40,20761,8
455,0.43125,22,0.5454545454545454,0.9701492537313433,0.3917525773195876,0.01978021978021978,0.054945054945054944,1.1879527035490125,1.061190904792177,0.17125,32,20762,8
844,0.05499999999999994,53,0.4339622641509434,0.9572649572649573,0.47058823529411764,0.005924170616113744,0.013033175355450236,1.4398355467790023,1.217447571652977,0.305,40,20763,8
304,0.62,6,1.0,0.975,0.5,0.0,0.049342105263157895,0.8694854894756576,0.7360817491306175,0.11375,30,20764,8
847,0.05875000000000008,47,0.5531914893617021,0.9626168224299065,0.42857142857142855,0.008264462809917356,0.025974025974025976,1.1975105962332955,1.1898429409468885,0.36125,40,20765,8
832,0.040000000000000036,56,0.35714285714285715,0.96,0.5,0.0,0.026442307692307692,1.0365189876443386,1.1999218153541797,0.36375,45,20766,8
652,0.18500000000000005,60,0.25,0.9479166666666666,0.4269005847953216,0.0,0.049079754601226995,1.086517758423875,1.1474976400535362,0.26375,45,20767,8
844,0.05499999999999994,52,0.40384615384615385,0.9272727272727272,0.3684210526315789,0.001184834123222749,0.023696682464454975,1.2675091473481448,1.2773730244679697,0.33625,45,20768,8
832,0.040000000000000036,80,0.1875,0.9636363636363636,0.4708994708994709,0.002403846153846154,0.06971153846153846,0.9191686110986685,1.1711513568913616,0.38625,50,20769,8
442,0.4475,24,0.5416666666666666,0.9701492537313433,0.37894736842105264,0.0,0.0022624434389140274,1.2562746698861946,1.0683673699196,0.15,39,20770,8
359,0.55125,27,0.25925925925925924,0.984375,0.5909090909090909,0.008356545961002786,0.03064066852367688,1.089625456708741,0.9252196525133519,0.1625,33,20771,8
545,0.31875,30,0.43333333333333335,1.0,0.5652173913043478,0.001834862385321101,0.07155963302752294,1.372903489151812,1.0416991803747984,0.165,33,20772,8
477,0.40375000000000005,43,0.23255813953488372,0.9710144927536232,0.43,0.0,0.023060796645702306,1.1487815702682695,1.049160770243095,0.1775,34,20773,8
550,0.3125,28,0.6785714285714286,0.9873417721518988,0.5230769230769231,0.0,0.014545454545454545,1.5963705332954763,1.020719559558222,0.15625,40,20774,8
